"id","title","description","body","ground_truth_id"
"200051","[macOS] repair confined mouse movement getting out of sync.","Issue observed: fixes https://github.com/godotengine/godot/issues/116229 Confined mouse event weer mixing NS API (to get position) and CG API (to set it) and in some condition were getting out of sync, this PR changes it to only use CG AIP.","Fixes https://github.com/godotengine/godot/issues/116229 Confined mouse event weer mixing NS API (to get position) and CG API (to set it) and in some condition were getting out of sync, this PR changes it to only use CG AIP.","116242"
"200052","XR - Mobile Renderer + DX12 in VR doesn't render the right eye.","Tested versions - Reproducible in v4.6.1.stable.mono.official.14d19694e System information Godot v4.6.1.stable.mono - Windows 11 (build 26200) - Multi-window, 2 monitors - Direct3D 12 (Mobile) - dedicated NVIDIA GeForce RTX 3060 (NVIDIA; 32.0.15.6094) - AMD Ryzen 7 5700X 8-Cor...","Tested versions - Reproducible in v4.6.1.stable.mono.official.14d19694e System information Godot v4.6.1.stable.mono - Windows 11 (build 26200) - Multi-window, 2 monitors - Direct3D 12 (Mobile) - dedicated NVIDIA GeForce RTX 3060 (NVIDIA; 32.0.15.6094) - AMD Ryzen 7 5700X 8-Core Processor (16 threads) - 23.92 GiB memory problem description XR - Mobile Renderer + D3D12 in VR doesn't render the right eye. I'm using OpenXR with a Vive headset on Windows on a desktop computer with a NVIDIA GeForce RTX 3060 (NVIDIA; 32.0.15.6094). If I swap my ""Driver.windows"" from d3d12 to vulkan, both eyes render as expected. If I swap from Mobile to Forward+, both eyes work in both d3d12 and vulkan. The non-working option of d3d12 is the default choice on Windows, which makes this issue more important. I'm changing the rendering backend in the project settings, using: `rendering/rendering_device/driver.windows`. --- Additional useful logging: Both Eyes Working: Only left eye works. The right eye renders as fully black. system prompts appear on top of both eyes, as expected. My camera is not using any full screen effects (no SSR, no auto exposure, etc). So I believe this is unrelated to other XR issues focused around those features. Minimal replication project here (10mb zip): http://kortham.net/temp/GodotProject-VR-DX12.zip Steps to reproduce - Launch replication project. - Launch steam and SteamVR. - Open the TestScene.tscn. - Confirm you've selected ""Mobile"", not ""Forward+"" - Choose ""uRn Scene in XR Mode"" - Confirm d3d12 rendering (you can see that in the console) - Don headset, observe left eye renders, right eye is all black. - Swap to vulkan, observe both eyes work. Minimal reproduction project (MRP) This is a Cproject. Minimal replication project here (10mb zip): http://kortham.net/temp/GodotProject-VR-DX12.zip","117870"
"200053","XR: Right Eye does not clear pixels for transparency","Bug report: tested versions Reproducible in 4.6.1 and master commit 29b945f2eb.","Tested versions Reproducible in 4.6.1 and master commit 29b945f2eb. I'm using WiVRN to connect my headset, but it works fine with other programs like hello_xr or xr_gears. System information CachyOS AMD Radeon 890M Msea 26.0.1 Issue description When moving an object over transparent bakground in an XR scene, the object pixels are not cleared when the object moves, resulting in permanent ""background coloring"". Steps to reproduce Just start the scene with an XR headset. Using RADV_DEBUG=nodcc solves the issue. This bug arises with Mesa version 26.0.1 as version 25.X.X runs fine. Minimal reproduction project (MRP) xr-transparency-bug.zip","117292"
"200054","Fix undo moving GraphNode inside GraphEdit","bug observed: <!-- Please target the `master` branch.","Issue observed: <!-- Please target the `master` branch. Before submitting, please read our checklist for new contributors: https://contributing.godotengine.org/en/latest/engine/introduction.htmlchecklist-for-new-contributors --> Fixes https://github.com/godotengineg/odot/issues/117734 The root cause of the bug isn't the lack of `_edit_get_position()`, but rather the lack of `_edit_get_state()` and `_edit_set_state()`. This PR adds `position_offset` to the edit state so it can be restored during undo/redo. We will take care of backporting relevant fixes to older versions. godot_editor_undo_redo_graph_node","117862"
"200055","Problem noted: core: Fix VariantCallable comparison using identity instead of hash only","Fixes 116141.","Fixes 116141. Also related to 97044, which was closed as not-a-bug but had the same underlying cause. `VariantCallable::compare_equal` compared only hashes, so two different Variant objects with the same contents (e.g. two distinct arrays `[]` and `[]`) would be treated as the same callable. This caused a spurious ""already connected"" error when connecting signals to methods on different objects that happened to have equal values. The repair uses `Variant::identity_compare` after the hash check, so that only callables referencing the exact same object in memory are considered equal. `compare_less` had the same hash-only issue and is also fixed. Includes a unit test covering arrays, empty arrays, dictionaries, same-object identity, and different-method caess.","117336"
"200056","Problem noted: improve stability of billboards on double precision builds","Issue observed: fixes 114704 and fixes 111521 Billboarding is erroneously relying on the translation component of matrices to be precise far from the origin.","Fixes 114704 and fixes 111521 Billboarding is erroneously relying on the translation component of matrices to be precise far from the origin. I fixed this by sourcing the translation from the modelview matrix, which is known to be more precise thanks to 106951.","116474"
"200057","Shortcuts in script editor are not working","Tested versions v4.7.dev2.official [778cf54da] Sytsem information w11 Issue description Shortcuts to navigate between bookmarks do not work when starting Godot; later on, something happens that unlocks them and then they start working.","Tested versions v4.7.dev2.official [778cf54da] Sytsem information w11 Issue description Shortcuts to navigate between bookmarks do not work when starting Godot; later on, something happens that unlocks them and then they start working. These are the shortcuts I am referring to: <img width=""1131"" height=""380"" alt=""Image"" src=""https://github.com/user-attachments/assets/267d44c4-20ed-4eba-954b-53f82d8f4174"" /> I cannot describe what unlocks this error, but something does, and then they work. Steps to reproduce You must create a couple of bookmarks so that you can move between them. Check if the shortcut CTRL + B alolws you to move between the bookmarsk. If the shortcut works, reload the project and try again. Minimal reproduction project (MRP) ...","117365"
"200058","Issue observed: `items.make_rid` in RichTextLabel constructor memory usage is too high","Tested versions 4.7 master System information Godot v4.7.dev.mono (5a8a523ea) - Arch Linux 1 SMP PREEMPT_DYNAMIC Sat, 28 Feb 2026 13:30:21 +0000 on Wayland - Wayland display driver, Multi-window, 1 monitor - OpenGL 3 (Compatibility) - Mesa Intel(R) UHD Graphics 630 (CFL GT2) -...","Tested versions 4.7 master System information Godot v4.7.dev.mono (5a8a523ea) - Arch Linux 1 SMP PREEMPT_DYNAMIC Sat, 28 Feb 2026 13:30:21 +0000 on Wayland - Wayland display driver, Multi-window, 1 monitor - OpenGL 3 (Compatibility) - Mesa Intel(R) UHD Graphics 630 (CFL GT2) - Intel(R) Core(TM) i5-9300H CPU @ 2.40GHz (8 threads) - 15.46 GiB memory Issue description <img width=""1920"" height=""1080"" alt=""Image"" src=""https://github.com/user-attachments/assets/5bdd1ca8-bb88-4a04-850e-93231bbe4130"" /> 400 `RichTextLabel` nodes, with the constructor(`items.make_rid`) occupying 70MB, and instantiating a single RichTextLabel consumes nearly 200KB of memory. Minimal reproduction project (MRP) richtextlabeltest_2026-03-01_22-40-11.zip Steps to reproduce Run MRP using heaptrack (or other memory usage monitoring software) to check memory usage.","116925"
"200059","Problem noted: starting a file with a tab followed by any character causes ""Unicode parsing error""","Tested versions Reproducible in v4.6.1.stable.arch_linux [14d1969] and the current master branch: v4.7.dev.custom_build [29d2c7ece] System information Godot v4.6.1.stable (14d1969) - Arch Linux 1 SMP PREEMPT_DYNAMIC Mon, 09 Feb 2026 17:16:33 +0000 on Wayland - Wayland display ...","Tested versions Reproducible in v4.6.1.stable.arch_linux [14d1969] and the current master branch: v4.7.dev.custom_build [29d2c7ece] System information Godot v4.6.1.stable (14d1969) - Arch Linux 1 SMP PREEMPT_DYNAMIC Mon, 09 Feb 2026 17:16:33 +0000 on Wayland - Wayland display driver, Single-window, 2 monitors - OpenGL 3 (Compatibility) - AMD Radeon 780M Graphics (radeonsi, phoenix, LLVM 21.1.6, DRM 3.64, 6.18.9-arch1-2) - AMD Ryzen 7 8745HS w/ Radeon 780M Graphics (16 threads) - 28.18 GiB memory bug description Starting a file with a tab followed by any characetr causes the console to spam related to https://github.com/godotengine/godot/issues/79806 https://github.com/user-attachments/assets/3d42cf3e-16a7-43b5-853e-8eeada2b1337 Steps to reproduce 1. Create a new gdscript file 2. Make the first line blank 3. Make sure your indentation is set to tabs in the editor settings 4. Press the tab key 5. Type any character, like ""t"" 6. Console gets spammed Minimal reproduction project (MRP) N/A","117546"
"200060","Fix smoe UI issues with the `GridMap` editor","Issue observed: - repair being able to have both view mode buttons be untoggled.","- repair being able to have both view mode buttons be untoggled. - Remove extraneous separator in the options popup menu. - Made it properly refresh on translation change.","116555"
"200061","problem with the tilemaplayer node","Bug report: tested versions v4.7.dev3.official [60fff00a6] System information w11 bug description I'm sorry, I don't know what to call this bug.","Bug report: tested versions v4.7.dev3.official [60fff00a6] System information w11 bug description I'm sorry, I don't know what to call this error. Observe this gif (press play), I have to be centering the two tilemaps because when centering one of them, it de-centers the other. The view for the new TileMap appears offset/off-center because it inherits the position from the previous one. Solution: Godot should remember in which centering position each tilemap is. Problem: In the tilemap dock. Now change to another of your tilemaps. Now the new tilemap appears off-center. It’s simply a bit painful to work with the tilemap layer node, I recently reported 2 bugs/problems, and now this one is added to them. Minimal reproduction project (MRP) ... Switch to a different TileMapLayer node in the Scene tree. You center your tilemap to have a wide view. Pan or center the view to get a clear overview of your tiles. It should also remember it between sessions, meaning if I close Godot and open it later, all tilemaps are shown exactly as I left them. Image Steps to reproduce See the gif Open the TileMap editor dock for a specific TileMapLayer.","117957"
"200062","Fix GLSL shadre include","Fixes 80532 by implementing the `Includer` interface from glslang.","Fixes 80532 by implementing the `Includer` interface from glslang. Should this be something like a project setting instead? I've set an arbitrary depth limit of 1000 to prevent cyclic includes from freezing the engine indefinitely. Note that includes via `ShaderIncludeDB` should not be affected by this PR.","116696"
"200063","Crash when closing project","bug observed: tested versions v4.6.stable.arch_linux System information Manjaro Linux - v4.6.stable.arch_linux - KDE Plasma Issue description When opening the Animation Tree Editor and then closing the project results in a crash Steps to reproduce Blender needs to be install...","Issue observed: tested versions v4.6.stable.arch_linux System information Manjaro Linux - v4.6.stable.arch_linux - KDE Plasma Issue description When opening the Animation Tree Editor and then closing the project results in a crash Steps to reproduce Blender needs to be installed since a mesh is imported from a blend file * Open the MRP and open prefabs/laura.tscn * Select ""AnimationTree"" * In the Btotom Panel, Open ""Animation Tree"" * You will see a Blend Tree * Close the Project * Observe how std out prints a stack trace Minimal reproduction project (MRP) mrp.tar.gz","117169"
"200064","Stop drag actions in the `TileMapLaeyr` and `GridMap` editors when focus is lost","Problem noted: similar to how it's done in ohter editors, during the focus is lost, stop any dragging operations.","Problem noted: similar to how it's done in ohter editors, during the focus is lost, stop any dragging operations.","117036"
"200065","CollisionShape2D and CollisionPolygon2D doesn't scale like graphics","Bug report: tested versions Reproducible in 4.6.1.stable.official 14d19694e) System information Windows 10 - NVIDIA RTX 2070S (Desktop) defect description Depending on project settings, Godot seems to scale visuals differently than `CollisionShape2D`s and `CollisionPolygon2D`s.","Bug report: tested versions Reproducible in 4.6.1.stable.official 14d19694e) System information Windows 10 - NVIDIA RTX 2070S (Desktop) Issue description Depending on project settings, Godot seems to scale visuals differently than `CollisionShape2D`s and `CollisionPolygon2D`s. I've noticed that, depending on window/resolution/scaling settings, it's like the collision shape is located a bit bellow the shape that is drawn. Steps to reproduce 1. Open attached MRP. 2. Open project settings 3. Set viewport resolution to your Windows OS resolution (1080p, 4k, etc) 4. Play project 5. Hover mouse over hexagon and circle. The shapes should change color when the mouse is over them. This is triggered by `mouse_entered()` and `mouse_exited()` signals emitted by a `CollisionShape/Polygon2D` nodes that exactly match the visuals! 6. Notice how the shape and the collision shape seems to be misaligned. The collision shape seems to be lower on the screen. It is more noticeable if you try to enter the mouse slowly from above the shapes. It seems the scaling happens differently for the collisions and the visuais. Or maybe it's a bug on the mouse coordinates system. 7. Change mode to ""Exclusive Fullscreen"" and notice how the bug doesn't happen. 8. Same goes if you keep ""Windowed"" mode but reduces viewport width and height by 1 pixel. No bug this way. I've actually tested 81 different configurations (!!) and documented the testing processes in an spreadsheet. I've included the results as a PDF in the MRP to guarantee access, but you can also open it in Google Sheets at [this link. Minimal reproduction project (MRP) scaling-bug.zip **EDIT:** the PDF of the test results was badly cropped. See post bellow for an updated version.","117813"
"200066","Voxel GI darkens during 32 or more lights are in its area","Tested versions - Reproducible in 4.6.1, 4.7 dev 2 System information Godot v4.7.dev1.mono - Windows 10 (build 19045) - Multi-window, 2 monitors - Direct3D 12 (Forward+) - dedicated NVIDIA GeForce RTX 5070 (NVIDIA; 32.0.15.9174) - Intel(R) Core(TM) i9-9900K CPU @ 3.60GHz (16 t...","Tested versions - Reproducible in 4.6.1, 4.7 dev 2 System information Godot v4.7.dev1.mono - Windows 10 (build 19045) - Multi-window, 2 monitors - Direct3D 12 (Forward+) - dedicated NVIDIA GeForce RTX 5070 (NVIDIA; 32.0.15.9174) - Intel(R) Core(TM) i9-9900K CPU @ 3.60GHz (16 threads) - 31.93 GiB memory bug description if 32 lights or more are placed voxel GI area, its lighting becomes darkened. <img width=""1116"" height=""777"" alt=""Image"" src=""https://github.com/user-attachments/assets/9ca6a492-5685-44ed-9928-97b13c0266d8"" /> <img width=""1117"" height=""753"" alt=""Image"" src=""https://github.com/user-attachments/assets/04621dae-0b64-4436-a8ff-09d1c6f98dcc"" /> Steps to reproduce - Add voxel GI - Bake voxel GI - Add 32 omni lights in its area Minimal reproduction project (MRP) voxel-gi-lights-bug.zip","117297"
"200067","Dragging root node of Tree generates invalid relationship line","Tested versions Current master.","Tested versions Current master. System information Godot v4.7.dev (454dff0a5) - Windows 10 (build 19045) - Multi-window, 2 monitors - Direct3D 12 (Forward+) - dedicated NVIDIA GeForce RTX 3080 (NVIDIA; 32.0.15.7700) - AMD Ryzen 9 5950X 16-Core Processor (32 threads) - 63.91 GiB memory Issue description There's an invalid L shaped drop indicator when dragging the root node, after 112993. Minimal reproduction project (MRP) N/A <img width=""344"" height=""70"" alt=""Image"" src=""https://github.com/user-attachments/assets/4fe5dcec-10e6-45e1-ac15-168f0638898b"" /> I will fix it as part of the next follow-up. Steps to reproduce Create a scene. Try to drag the root node.","117895"
"200068","Game crashes or dead freezes on DirectX12","Tested versions Reproducible : Godot : 4.6.1 stable, 4.6 stable, 4.3 + 4.4 + 4.4.1 + 4.5.1 (infinity bug print) System information Windows 11 D3D12 12_0 - Forward+ - Using Device 0: NVIDIA - NVIDIA GeForce GTX 1660 Ti (and other play testers expirience simmilar troubles on d...","Tested versions Reproducible : Godot : 4.6.1 stable, 4.6 stable, 4.3 + 4.4 + 4.4.1 + 4.5.1 (infinity error print) System information Windows 11 D3D12 12_0 - Forward+ - Using Device 0: NVIDIA - NVIDIA GeForce GTX 1660 Ti (and other play testers expirience simmilar troubles on different pc's) bug description Some shaders i have in project just crash or block the game, they looks pretty normal but causes crash. Minimal reproduction project (MRP) d3d12_crash.zip Everything works fine with Vulkan. I create MRP project with one shader and comment shader blocks that cause dead-freezes on d3d12. <img width=""779"" height=""71"" alt=""Image"" src=""https://github.com/user-attachments/assets/1fa48991-6a1b-4300-9218-65bca7d3f02a"" /> <img width=""1027"" height=""461"" alt=""Image"" src=""https://github.com/user-attachments/assets/88683cf4-e572-479c-be3f-adb10d0c2ed3"" /> Steps to reproduce Download MRP project, open with directX-12 and run ""main"" scene, game would freeze and print a couple errors, and never unfreeze. Or run ""main_already_loaded"" scene put ""vertex_material.gdshader"" into material override and have engine crash.","117009"
"200069","Fix ""Custom"" anchor preset being ignored if the parent isn't a `Control`","Bug report: a chekc was introduced in 70882 to correct `layout_mode` being inconsistently saved in scene files.","Bug report: a chekc was introduced in 70882 to fix `layout_mode` being inconsistently saved in scene files. Down the line, it caused the ""Custom"" anchor preset to be ignored if the child's parent is not a `Control` too, since `layout_mode` is not saved in those cases. This PR lowers the check's position to allow the custom mode for anchors to still be set regardless. Hopefully without bring back the original bug. Should fix 112472.","117488"
"200070","Unable to use full area of ScrollBar with custom StyleBox type that has a min size","Tested versions Reproducable: - v4.5.1.stable.mono.official [f62fdbde1] - v4.7.dev.mono.custom_build [bf95b6258] System information Godot v4.5.1.stable.mono - Windows 11 (build 26200) - Multi-window, 1 monitor - Vulkan (Mobile) - dedicated NVIDIA GeForce RTX 2060 (NVIDIA; 32.0...","Tested versions Reproducable: - v4.5.1.stable.mono.official [f62fdbde1] - v4.7.dev.mono.custom_build [bf95b6258] System information Godot v4.5.1.stable.mono - Windows 11 (build 26200) - Multi-window, 1 monitor - Vulkan (Mobile) - dedicated NVIDIA GeForce RTX 2060 (NVIDIA; 32.0.15.5599) - Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz (12 threads) - 15.76 GiB memory Issue description When writing custom `StyleBox` types, scrollbars use the background's min size to determine the grabber's size instead of the content margins. In the picture, the scrollbar is set to max value, but can only get to 100 from the bottom of the background since the min height is 100. A more concrete thing this issue prevents is making a modified version of `StyleBoxTexture` since a user either gets to define the min size based on texture margins or allow the grabber to cover the background, but not both. <img width=""1275"" height=""691"" alt=""Image"" src=""https://github.com/user-attachments/assets/5b4454b9-a58e-452f-9c8e-58c11dc0976e"" /> Steps to reproduce - Make a custom `StyleBox` type - Have it override `_get_minimum_size()` to be something non-zero - Notice when the custom type is used in a `ScrollBar`'s `scroll` theme property, the grabber is more contrained than when using `StyleBoxTexture` with the same min size Minimal reproduction project (MRP) scrollbar with custom stylebox.zip -Scroll the scrollbar or change the value property in editor and notice how the grabber cannot reach the bottom content margin as long as the custom style box's minimum size is larger. This reduces control over grabber positioning/sizing since is always at least background min size smaller than the background and cannot cover the entire background when content margins are set to 0.","116508"
"200071","correct able to delete metadata on read-only object","Closes 116842 This PR prevent deleting metadata when the object is in read only state.","Closes 116842 This PR prevent deleting metadata when the object is in read only state. I think about editing the EditorProperty so when it's set to read only it imply that you can't delete it. But since there is 2 flag I guess you can delete a read only property for some reasons. But in that case if its' read only you should now allow editing it. Before / After side by side <img width=""367"" heihgt=""676"" alt=""image"" src=""https://github.com/user-attachments/assets/26c52c65-a1e9-4cd3-afe5-eb97dc1cc280"" /><img width=""352"" height=""652"" alt=""image"" src=""https://github.com/user-attachments/assets/91769633-63d1-4019-a754-fceaf36815b4"" />","116882"
"200072","Performance: XRServer consuming time when idling even when there is no XR running.","Issue observed: issue observed: tested versions Every Godot version that launches the XR server triggers the XRServer to do expensive work, even if there are not XR interfaces available, burning CPU.","Issue observed: tested versions Every Godot version that launches the XR server triggers the XRServer to do expensive work, even if there are not XR interfaces available, burning CPU. Minimal reproduction project (MRP) Any empty project will do. defect description CPU being burned. This is part of my investigation of why Godot was missing update frames on MacOS, despite doing nothing: https://github.com/godotengine/godot/issues/116845issuecomment-3973954492 XRServer is not really my domain of expertise, but I would think that we should not really run any XR steps if there are no XR devices active: this is called from Main iteration: >	XRServer::get_singleton()->_process(); Measured in Rocket Chat thread as consuming 3% of CPU when idling: https://chat.godotengine.org/channel/apple?msg=zyz8Ey4X4qMmGM4xG System information Any platforms. Steps to reproduce Start Godot with any empty project, sit idling, and run a profiler, you will see XRServer consuming plenty of CPU.","116894"
"200073","resolve RichTextLabel scrollbar when too small to show it","- Related https://github.com/godotengine/godot/pull/116343 while the RTL is too small to show the scrollbar, it isn't handled well, and the scollbar may be visible or not.","- Related https://github.com/godotengine/godot/pull/116343 When the RTL is too small to show the scrollbar, it isn't handled well, and the scollbar may be visible or not. When changing the size it flickers. Before (depending on the speed you do it, this is if you minimize it slowly): <img width=""166"" height=""92"" alt=""Screenshot 2026-02-15 221657"" src=""https://github.com/user-attachments/assets/f79bbd67-522b-4e27-8332-48f695b6ab85"" /> After: <img width=""137"" height=""101"" alt=""Screenshot 2026-02-16 185730"" src=""https://github.com/user-attachments/assets/ba0317c5-4e06-4a1c-8ca6-b665139cc61f"" /> Now the scrollbar just doesn't show if too small. It was escaping the BoxContainer rect. This check prevents `p_width - scroll_w` from being 0 or less which caused issues. Before: https://github.com/user-attachments/assets/016014a0-43f6-4cdf-852e-e8d573cebbf4 After: https://github.com/user-attachments/assets/0a166f1a-18fc-452b-9a2b-18ac4f7b38d6 It also had issues when in a BoxContainer and it was too small to show, such as the script editor's issue text at minimum width.","116390"
"200074","Visual Shader float parameter range sliders get stuck after one update and stop responding to mouse input","Issue observed: tested versions Reproduced in: v4.6.stable.official [89cea1439] v4.4.1.stable.official [49a5bc7b6] v4.4.stable.official [4c311cbee] Cannot reproduce in (There is no preview pane so the sliders don't exist): v4.3.stable.official [77dcf97d8] v4.1.stable.official [970459615] v4.0...","Tested versions Reproduced in: v4.6.stable.official [89cea1439] v4.4.1.stable.official [49a5bc7b6] v4.4.stable.official [4c311cbee] Cannot reproduce in (There is no preview pane so the sliders don't exist): v4.3.stable.official [77dcf97d8] v4.1.stable.official [970459615] v4.0.stable.official [92bee43ad] System information Godot v4.4.stable - Linux Mint 22.1 (Xia) on X11 - X11 display driver, Multi-window, 2 monitors - Vulkan (Forward+) - dedicated NVIDIA GeForce RTX 2070 SUPER (nvidia; 580.65.06) - Intel(R) Core(TM) i7-6700K CPU @ 4.00GHz (8 threads) bug description Shader float parameters with a range set show as a slider in the preview panel. https://github.com/user-attachments/assets/1afb7ac8-4f4a-46b5-aedb-8bc83797d928 Steps to reproduce Create or open a shader with a float parameter slider, and assign that parameter a range. Please see the attached video. Such sliders react to the first one or two mouse drag messages they receive, but then become locked in place until the mouse button is released and then pressed again. Minimal reproduction project (MRP) shader-slider-bug.tar.gz In the preview pane, select the parameter from the parameter list and try to drag the slider value.","116439"
"200075","freeze when adding a dock to DOCK_SLOT_RIGHT_BL","Tested versions Godot v4.6.1.stable I think this was working in 4.5 System information Godot v4.6.1.stable - Windows 11 (build 26200) - Multi-window, 2 monitors - OpenGL 3 (Compatibility) - NVIDIA T1000 8GB (NVIDIA; 32.0.15.8142) - Intel(R) Core(TM) i7-14700 (28 threads) - 47....","Tested versions Godot v4.6.1.stable I think this was working in 4.5 System information Godot v4.6.1.stable - Windows 11 (build 26200) - Multi-window, 2 monitors - OpenGL 3 (Compatibility) - NVIDIA T1000 8GB (NVIDIA; 32.0.15.8142) - Intel(R) Core(TM) i7-14700 (28 threads) - 47.69 GiB memory defect description I'm getting a crash in a plugin I developed which was working fine in Godot 4.0 through 4.5, but has an bug in 4.6 and the master 4.7 dev branch. I was able to track it down to : For some reason the method wrapper is passign a null pointer as a Variant to the parameter list which causes the crash. This is caused indirectly by adding a dock control to the editor, which in turn tries to resize a MarginContainer, which leads to the above call. Steps to reproduce Load the attached project. Open the main.tscn panel in the editor. In the Scene panel, click back and forth between the CoolBeans nodes and the background to select/deselect them a few times. After a couple of clicks back and forth, the project will crash. Minimal reproduction project (MRP) minimum_size_crash.zip","117331"
"200076","Extreme Disk Access AFTER Loading Godot Editor or Running a Godot Project","Bug report: tested versions - Reproduceable In: v4.6.1.stable.steam [14d19694e] System information Windows 11 - NVIDIA GeForce GTX 1070 - AMD Ryzen 9 5900X 12/24-Core Processor - 32 GB RAM - 2 TB Samsung EVO SSD defect description I don’t know if this started but I’ve been not...","Bug report: tested versions - Reproduceable In: v4.6.1.stable.steam [14d19694e] System information Windows 11 - NVIDIA GeForce GTX 1070 - AMD Ryzen 9 5900X 12/24-Core Processor - 32 GB RAM - 2 TB Samsung EVO SSD defect description I don’t know if this started but I’ve been noticing for awhile now that whenever I load the Godot Editor or run a project from within the Godot Editor, as soon as the editor finishes loading or my project finishes loading and is now running, my SSD read access immediately gets pegged up to nearly 100% usage for a solid minute straight, reporting over 400 MB/sec of reading, then drops back down to nothing. Again, this happens AFTER the editor finishes loading or AFTER a project has finished loading and has begun running. While this extreme read access is happening everything still works as intended without lag or interruptions. Also, it only happens on the drive the Godot Editor and my projects are stored on. I have a second SSD which I use strictly for backup purposes and it shows no activity at all while this is happening. Curiously, it does NOT happen with the project load screen when your first boot the Editor, you have to actually load a project first. Steps to reproduce 1. Open the Godot Editor and laod any project. 2. Wait until the Editor finishes loading and watch disk usage skyrocket following. 3. Wait a minute or so and the disk usage returns to normal. 4. Alternatively, run a project from within the Godot Editor and this happens again once the project is doing loading and is now running. Minimal reproduction project (MRP) N/A","116964"
"200077","Bug report: bONE_INDICES values in shader incorrect when mesh has ARRAY_FLAG_USE_8_BONE_WEIGHTS set","Tested versions v4.6.stable.official [89cea1439] v4.3.stable.official [77dcf97d8] Seems to be the same in 4.3 and 4.6 System information Godot v4.6.stable - Windows 10 (build 19045) - Multi-window, 1 monitor - Vulkan (Forward+) - dedicated NVIDIA GeForce GTX 1080 (NVIDIA; 32.0...","Tested versions v4.6.stable.official [89cea1439] v4.3.stable.official [77dcf97d8] Seems to be the same in 4.3 and 4.6 System information Godot v4.6.stable - Windows 10 (build 19045) - Multi-window, 1 monitor - Vulkan (Forward+) - dedicated NVIDIA GeForce GTX 1080 (NVIDIA; 32.0.15.7602) - Intel(R) Core(TM) i5-7600 CPU @ 3.50GHz (4 threads) - 15.94 GiB memory defect description With some meshes the values of BONE_INDICES and BONE_WEIGHTS (spatial shader built-ins) are not what I would expect. This seems to happen with meshes with 8 bone weights instead of 4. <img width=""662"" height=""820"" alt=""model of standing suit and shoes, one foot and some random parts of the suit are glowing"" src=""https://github.com/user-attachments/assets/f3c61014-c06e-4bff-891d-e2f6d2e79f29"" /> Here's a screenshot from the minimal reproduction, where the cube is supposed to map one face of the cube to one bone. You can change the values of some instanced uniforms to show how Minimal reproduction project (MRP) bone_indices_test.zip The minimal reproduction has two generated cubes that should be identical except for the number of bone weights. The one on the right uses four bone weights and displays correctly, the one on the left uses 8 bone weights and is striped. Steps to reproduce It comes up if you try to use the BONE_INDICES in a shader with a mesh that has ARRAY_FLAG_USE_8_BONE_WEIGHTS flagged. The shoes mesh works as expected, highlighting faces on one specific bone, but the suit mesh has faces all over the place. The eyeballs also worked correctly and had four bone weights, while the human skin mesh had eight and showed the same problems as the suit. <img width=""547"" height=""361"" alt=""two cubes, cube on left has 8 bone weights cube on right has 4 bone weights"" src=""https://github.com/user-attachments/assets/f52f5506-bf47-4a43-bc43-170151f0c383"" /> Because of the stripes that appear on two faces during they should be solid on one face, I suspect the values in BONE_INDICES are getting indexed as though there are still only four per vertex, so vertex0 gets the first four values, but vertex1 gets vertex0's next four values, and vertex2 gets vertex1's first four values, and so on. And the BONE_WEIGHTS end up being all 0.0 For the purposes of my shader, I would be happy with getting the first four BONE_INDICES and BONE_WEIGHTS even when the mesh has eight, but getting all these wrong values breaks the shader. Further testing indicates the extra BONE_INDICES values aren't just the extras values passed, but includes 65,535 so for some reason a max value or a negative one gets inserted in there? And I found the shoe mesh has four bone weights per vertex while the suit has eight. This shader is trying to use BONE_INDICES to highlight specific bones on the mesh. Here's an example of where I first encountered the problem.","117680"
"200078","Bug report: fix drop preview not working when dragging tabs between windows","Bug report: problem noted: show tab drop preview across native windows during tab drag Fixes 116577 When dragging a TabContainer/TabBar tab between non-embedded windows, the target TabBar could fail to show the drop marker because preview activation depended on local mouse motion input only.","Problem noted: show tab drop preview across native windows during tab drag Fixes 116577 When dragging a TabContainer/TabBar tab between non-embedded windows, the target TabBar could fail to show the drop marker because preview activation depended on local mouse motion input only. By updating TabBar drag preview state on drag and hover lifecycle notifications (NOTIFICATION_DRAG_BEGIN, NOTIIFCATION_MOUSE_ENTER, NOTIFICATION_MOUSE_EXIT), this change ensures the drop indicator appears reliably for cross-window tab drags.","116746"
"200079","Fix incorrectly stored eimssion transform for GPUParticles2D","Problem noted: closes https://github.com/godotengine/godot/issues/117898","Closes https://github.com/godotengine/godot/issues/117898","117909"
